City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,buala,-8.145,159.5921,301.81,73,64,2.54,SB,1699932644
300,harrisburg,40.2737,-76.8844,280.41,76,0,2.06,US,1699932558
301,roshchino,60.2519,29.6085,274.25,91,100,3.5,RU,1699932644
302,tovarkovo,54.6762,35.9386,277.62,95,100,6.56,RU,1699932645
303,frolovo,49.7713,43.6622,276.14,84,100,2.46,RU,1699932645
304,illizi,26.4833,8.4667,288.04,39,1,2.96,DZ,1699932645
305,isafjordur,66.0755,-23.124,274.69,86,42,2.82,IS,1699932596
306,anastacio,-20.4836,-55.8069,302.1,38,15,1.59,BR,1699932646
307,zouerate,22.7187,-12.4521,295.87,19,18,4.63,MR,1699932646
308,novobureyskiy,49.798,129.8774,263.78,75,17,1.44,RU,1699932646
309,saldanha,-33.0117,17.9442,292.18,66,16,2.88,ZA,1699932646
310,guymon,36.6828,-101.4816,281.15,71,0,4.12,US,1699932647
311,rocha,-34.4833,-54.3333,287.66,85,100,2.08,UY,1699932571
312,katsuren-haebaru,26.3369,127.8719,296.58,53,100,3.6,JP,1699932647
313,wangaratta,-36.3667,146.3333,289.52,83,100,0.77,AU,1699932647
314,san ignacio de velasco,-16.3667,-60.95,297.53,66,6,1.84,BO,1699932648
315,isla vista,34.4133,-119.861,289.16,72,0,1.54,US,1699932648
316,westport,41.1415,-73.3579,279.83,79,0,0.45,US,1699932649
317,tiznit,29.5833,-9.5,294.6,26,0,2.46,MA,1699932650
318,camana,-16.6228,-72.7111,292.12,86,43,3.09,PE,1699932650
319,hirara,24.8,125.2833,297.3,50,40,6.17,JP,1699932651
320,devinuwara,24.8,125.2833,297.3,50,40,6.17,JP,1699932651
321,erbil,36.1926,44.0106,286.05,67,39,1.03,IQ,1699932651
322,pisco,-13.7,-76.2167,292.6,82,0,5.14,PE,1699932651
323,menongue,-14.6585,17.691,292.23,70,52,1.52,AO,1699932652
324,guiratinga,-16.3494,-53.7583,299.65,34,34,1.06,BR,1699932652
325,termas de rio hondo,-27.4998,-64.8604,293.9,43,100,1.24,AR,1699932652
326,olyokminsk,60.3736,120.4264,267.09,86,100,2.46,RU,1699932652
327,aweil,8.7682,27.4002,298.74,70,63,2.05,SS,1699932653
328,anna regina,7.2644,-58.5077,299.77,84,7,4.01,GY,1699932653
329,kuala terengganu,5.3302,103.1408,303.12,79,20,1.54,MY,1699932653
330,lasem,-6.6922,111.4527,305.88,55,92,3.64,ID,1699932653
331,kristiansund,63.1115,7.732,273.51,69,74,2.06,NO,1699932654
332,sangmelima,2.9333,11.9833,293.21,99,99,0.41,CM,1699932654
333,gillette,44.2911,-105.5022,287.05,19,0,7.72,US,1699932654
334,homer,59.6425,-151.5483,278.08,68,0,7.72,US,1699932494
335,st. john's,47.5649,-52.7093,272.68,83,75,2.57,CA,1699932609
336,sogndal,61.2283,7.1003,273.36,74,40,2.57,NO,1699932655
337,gaspe,48.8334,-64.4819,272.1,86,100,2.06,CA,1699932482
338,swift current,50.2834,-107.8014,280.6,53,0,8.23,CA,1699932655
339,mount pearl,47.5166,-52.7813,272.22,83,75,2.57,CA,1699932655
340,kudahuvadhoo,2.6708,72.8944,300.72,74,64,1.52,MV,1699932655
341,kinmparana,12.8402,-4.9199,298.05,17,7,3.41,ML,1699932656
342,forster,-32.1667,152.5167,296.69,69,60,6.79,AU,1699932656
343,mizdah,31.4451,12.9801,286.95,85,0,1.16,LY,1699932656
344,villa gesell,-37.2639,-56.973,285.4,60,83,5.88,AR,1699932656
345,fisterra,42.9049,-9.2629,291.9,94,100,12.82,ES,1699932657
346,la passe,45.5549,-0.8967,288.28,90,100,3.98,FR,1699932657
347,madalena,41.2162,-8.3345,290.47,88,43,1.24,PT,1699932657
348,sretensk,52.2453,117.7093,268.1,61,37,1.47,RU,1699932657
349,nadi,-17.8,177.4167,305.15,58,75,6.17,FJ,1699932657
350,placido de castro,-10.3353,-67.1856,298.47,77,19,1.36,BR,1699932658
351,antsiranana,-12.2787,49.2917,299.83,73,76,4.0,MG,1699932658
352,bandarbeyla,9.4942,50.8122,300.33,79,89,7.4,SO,1699932658
353,timbuktu,16.7735,-3.0074,296.48,13,0,4.28,ML,1699932658
354,tobol'sk,58.2,68.2667,272.37,95,100,0.89,RU,1699932659
355,kindu,-2.95,25.95,294.18,100,100,0.56,CD,1699932659
356,nuuk,64.1835,-51.7216,270.49,86,75,7.2,GL,1699932658
357,enterprise,36.0252,-115.2419,290.31,28,75,2.24,US,1699932659
358,nizhneangarsk,55.7833,109.55,266.48,76,100,0.45,RU,1699932659
359,huangyan,28.6478,121.2594,288.14,52,11,1.13,CN,1699932660
360,east london,-33.0153,27.9116,287.67,94,75,1.54,ZA,1699932660
361,ndende,-2.4008,11.3581,296.32,99,96,1.0,GA,1699932660
362,emerald,-23.5333,148.1667,307.78,25,0,3.24,AU,1699932661
363,baruun-urt,46.6806,113.2792,265.42,77,33,3.81,MN,1699932661
364,sake,-1.5736,29.045,289.61,96,74,0.1,CD,1699932661
365,kouango,4.9934,19.9619,295.65,97,100,1.47,CF,1699932662
366,tamanrasset,22.785,5.5228,289.1,27,0,3.09,DZ,1699932662
367,xilin hot,43.9667,116.0333,271.07,58,10,4.62,CN,1699932662
368,udon thani,17.3333,102.8333,301.1,54,0,3.09,TH,1699932663
369,midvagur,62.0511,-7.1939,280.61,70,75,6.17,FO,1699932663
370,nova sintra,14.8667,-24.7167,296.93,72,100,5.57,CV,1699932663
371,mpika,-11.8343,31.4529,290.47,94,82,2.51,ZM,1699932665
372,hasaki,35.7333,140.8333,290.37,33,0,1.56,JP,1699932665
373,broome,42.2506,-75.833,277.4,78,75,3.09,US,1699932666
374,viqueque,-8.8673,126.3658,305.7,52,31,3.32,TL,1699932666
375,saint-jean-de-monts,46.7833,-2.0667,288.27,82,100,7.31,FR,1699932666
376,kone,-21.0595,164.8658,300.33,46,5,4.3,NC,1699932666
377,yelwa,8.8333,9.6333,297.72,36,82,0.95,NG,1699932667
378,bonny,4.4522,7.1681,299.57,83,85,1.97,NG,1699932667
379,xam nua,20.4197,104.0439,293.88,72,95,1.32,LA,1699932667
380,harstad,68.799,16.5293,270.46,64,11,1.32,NO,1699932667
381,comarnic,45.25,25.6333,280.54,63,71,1.44,RO,1699932668
382,thatta,24.7475,67.9235,299.24,21,94,4.14,PK,1699932668
383,nueva rosita,27.95,-101.2167,287.34,88,100,2.99,MX,1699932668
384,arkhara,49.4212,130.0842,263.58,82,28,0.45,RU,1699932668
385,puerto madryn,-42.7692,-65.0385,284.71,30,52,14.78,AR,1699932669
386,al mindak,20.1588,41.2834,286.93,56,27,1.34,SA,1699932669
387,nova xavantina,-14.6667,-52.35,298.98,38,4,0.55,BR,1699932669
388,oirschot,51.505,5.3139,286.12,87,75,9.26,NL,1699932605
389,mil'kovo,55.6078,37.7956,277.27,94,100,5.19,RU,1699932670
390,ola,59.5833,151.2833,257.12,72,68,5.04,RU,1699932670
391,san pedro pochutla,15.7333,-96.4667,297.24,86,28,1.75,MX,1699932670
392,kochubey,44.3861,46.5825,284.11,94,70,5.89,RU,1699932670
393,praia da vitoria,38.7333,-27.0667,289.68,94,40,2.17,PT,1699932671
394,crane,31.3974,-102.3501,284.19,83,100,3.31,US,1699932400
395,oualidia,31.3974,-102.3501,284.19,83,100,3.31,US,1699932400
396,el porvenir,13.7617,-87.3458,296.78,95,100,2.31,HN,1699932671
397,odesskoye,54.2111,72.9651,275.93,83,100,4.75,RU,1699932672
398,qaryat suluq,31.6682,20.2521,291.21,73,4,2.7,LY,1699932672
399,fortaleza,-3.7227,-38.5247,300.49,83,75,4.12,BR,1699932600
400,tres arroyos,-38.3739,-60.2798,285.52,37,0,6.21,AR,1699932672
401,capitan bado,-23.2667,-55.5333,296.0,81,55,2.98,PY,1699932673
402,thinadhoo,0.5333,72.9333,300.71,78,94,3.81,MV,1699932673
403,sao joao da barra,-21.6403,-41.0511,296.68,92,68,2.68,BR,1699932673
404,divo,5.8397,-5.36,295.63,99,16,0.6,CI,1699932501
405,port-saint-louis-du-rhone,43.3833,4.8,286.28,94,99,1.54,FR,1699932674
406,richards bay,-28.783,32.0377,290.75,78,100,4.69,ZA,1699932674
407,mont-laurier,46.5501,-75.4993,270.94,90,99,1.24,CA,1699932448
408,samastipur,25.85,85.7833,299.15,39,43,1.52,IN,1699932674
409,yuzhno-sukhokumsk,44.6581,45.6436,283.17,92,91,5.39,RU,1699932675
410,mananjary,-21.2167,48.3333,297.88,77,35,1.64,MG,1699932675
411,bhimunipatnam,17.8833,83.4333,300.88,66,100,5.28,IN,1699932675
412,queenstown,-31.8976,26.8753,282.93,83,80,3.05,ZA,1699932519
413,chui,-33.6971,-53.4616,288.95,93,100,3.66,UY,1699932676
414,shenjiamen,29.9576,122.298,287.17,66,66,5.33,CN,1699932676
415,sokoni,-6.4333,39.55,300.08,79,4,0.25,TZ,1699932676
416,marquette,46.5333,-87.6335,273.9,78,12,1.91,US,1699932676
417,amahai,-3.3333,128.9167,302.77,69,63,3.54,ID,1699932677
418,port arthur,38.8,121.2667,283.27,54,99,6.32,CN,1699932539
419,haiku-pauwela,20.9219,-156.3051,298.17,66,20,7.2,US,1699932677
420,itoman,26.1247,127.6694,296.58,55,75,5.14,JP,1699932412
421,iquique,-20.2208,-70.1431,292.17,78,35,0.87,CL,1699932678
422,tual,-5.6667,132.75,301.03,73,48,3.24,ID,1699932678
423,fort st. john,56.2499,-120.8529,267.09,93,0,2.57,CA,1699932678
424,chardara,41.2547,67.9692,283.02,39,0,1.96,KZ,1699932678
425,ziro,27.6333,93.8333,284.56,33,11,0.42,IN,1699932679
426,nuevo casas grandes,30.4167,-107.9167,285.52,76,28,2.44,MX,1699932679
427,rouyn-noranda,48.2398,-79.0288,273.2,100,100,3.09,CA,1699932486
428,silver city,32.7701,-108.2803,284.13,76,100,1.54,US,1699932679
429,udachny,66.4167,112.4,267.29,85,100,3.76,RU,1699932680
430,novodvinsk,64.4165,40.8122,269.7,91,96,2.82,RU,1699932680
431,nurmes,63.5421,29.1397,268.48,88,99,3.95,FI,1699932680
432,manaure,11.7751,-72.4445,301.25,79,73,8.09,CO,1699932680
433,aykhal,66.0,111.5,264.46,94,100,3.9,RU,1699932681
434,vila franca do campo,37.7167,-25.4333,290.38,99,81,2.6,PT,1699932681
435,suileng,47.25,127.0833,267.96,84,29,3.57,CN,1699932681
436,arkalgud,12.765,76.0569,295.05,63,69,4.82,IN,1699932682
437,olinda,-8.0089,-34.8553,300.0,78,75,3.09,BR,1699932682
438,avanigadda,16.0215,80.9181,300.34,68,98,4.85,IN,1699932682
439,varash,16.0215,80.9181,300.34,68,98,4.85,IN,1699932682
440,grand falls-windsor,48.9332,-55.6649,271.76,85,18,1.67,CA,1699932683
441,cumaribo,48.9332,-55.6649,271.76,85,18,1.67,CA,1699932683
442,high river,50.5834,-113.8687,278.8,77,77,0.9,CA,1699932611
443,el sauzal de rodriguez,31.9,-116.6833,288.92,51,65,0.96,MX,1699932683
444,minas de marcona,-15.2119,-75.1103,286.93,87,65,6.15,PE,1699932684
445,sambava,-14.2667,50.1667,297.7,79,79,0.69,MG,1699932684
446,codrington,-38.2667,141.9667,288.76,62,100,4.35,AU,1699932517
447,hauterive,46.0901,3.4459,291.57,82,100,4.93,FR,1699932684
448,nelson bay,-32.7167,152.15,300.18,77,47,10.73,AU,1699932685
449,ahau,-32.7167,152.15,300.18,77,47,10.73,AU,1699932685
450,antonio enes,-16.2325,39.9086,298.63,71,100,5.17,MZ,1699932685
451,pangody,65.85,74.4859,257.98,97,100,4.11,RU,1699932686
452,alotau,65.85,74.4859,257.98,97,100,4.11,RU,1699932686
453,kayangel,8.0823,134.7173,301.42,79,74,6.39,PW,1699932686
454,marion,39.7684,-86.1555,282.88,65,0,2.57,US,1699932686
455,shitanjing,39.2342,106.3439,277.19,23,5,0.25,CN,1699932687
456,manjo,4.8428,9.8217,294.01,92,84,0.96,CM,1699932687
457,port saint john's,-31.6229,29.5448,289.7,74,99,1.91,ZA,1699932687
458,goderich,43.7501,-81.7165,281.43,81,100,10.8,CA,1699932468
459,santana,-0.0583,-51.1817,301.25,83,20,2.57,BR,1699932689
460,iguape,-24.7081,-47.5553,296.9,95,96,0.87,BR,1699932625
461,ocean city,39.2776,-74.5746,281.47,81,24,1.34,US,1699932690
462,burutu,5.3509,5.5076,298.76,87,91,1.05,NG,1699932690
463,morehead,37.2711,-87.1764,281.48,87,0,0.0,US,1699932690
464,yacimiento rio turbio,-51.5732,-72.3508,269.25,89,88,4.01,AR,1699932691
465,callao,-12.0667,-77.15,294.1,77,75,5.14,PE,1699932691
466,holualoa,19.6228,-155.9522,299.06,79,75,3.6,US,1699932691
467,ol kalou,19.6228,-155.9522,299.06,79,75,3.6,US,1699932691
468,fredericksburg,38.3032,-77.4605,280.55,84,0,11.18,US,1699932454
469,tsiolkovskiy,38.3032,-77.4605,280.55,84,0,11.18,US,1699932454
470,songea,-10.6833,35.65,292.02,93,88,0.44,TZ,1699932692
471,biloela,-24.4167,150.5,308.84,24,0,3.67,AU,1699932693
472,shenkursk,62.1091,42.896,274.62,100,100,0.82,RU,1699932560
473,bubaque,11.2833,-15.8333,301.07,68,35,3.88,GW,1699932693
474,mytilene,39.11,26.5547,287.7,66,4,2.53,GR,1699932693
475,antofagasta,-23.65,-70.4,289.75,73,29,2.69,CL,1699932694
476,george town,5.4112,100.3354,303.11,79,20,2.57,MY,1699932613
477,contai,21.7786,87.7536,298.89,55,100,3.94,IN,1699932694
478,santiago de cao,-7.9589,-79.2392,292.22,88,57,3.6,PE,1699932695
479,kataragama,-7.9589,-79.2392,292.22,88,57,3.6,PE,1699932695
480,songjianghe,42.1859,127.479,275.14,54,7,1.91,CN,1699932695
481,qamdo,31.1667,97.2333,274.57,31,36,2.77,CN,1699932695
482,kutno,52.2306,19.3641,281.54,92,98,7.46,PL,1699932695
483,ma'rib,15.4591,45.3253,294.24,41,43,2.27,YE,1699932696
484,acapulco de juarez,16.8634,-99.8901,303.05,74,0,4.63,MX,1699932696
485,la ronge,55.1001,-105.2842,274.29,75,100,4.63,CA,1699932696
486,berovo,41.7031,22.8578,279.61,67,90,1.38,MK,1699932696
487,ocean shores,46.9737,-124.1563,280.94,89,0,3.09,US,1699932697
488,igarka,67.4667,86.5833,254.98,83,33,6.27,RU,1699932697
489,port glaud,67.4667,86.5833,254.98,83,33,6.27,RU,1699932697
490,bonanza,14.0289,-84.591,295.65,99,87,0.94,NI,1699932699
491,ust'-kulom,61.6864,53.6902,275.7,99,100,3.64,RU,1699932699
492,sao vicente,-23.9631,-46.3919,301.08,26,71,0.45,BR,1699932657
493,mu'minobod,38.1085,70.0285,278.5,21,0,3.0,TJ,1699932700
494,suva,-18.1416,178.4415,299.86,89,75,5.66,FJ,1699932700
495,tame,6.461,-71.73,295.79,91,26,1.83,CO,1699932700
496,zhanjiang,21.2815,110.3427,294.1,65,63,3.27,CN,1699932700
497,naze,28.3667,129.4833,291.66,57,79,3.34,JP,1699932701
498,sherbakul',54.6316,72.3963,275.98,84,99,5.31,RU,1699932701
499,altamont,42.2068,-121.7372,279.06,79,0,0.0,US,1699932701
500,akureyri,65.6835,-18.0878,276.11,75,100,2.06,IS,1699932701
501,qalyub,30.1792,31.2056,294.59,83,0,2.22,EG,1699932702
502,fatsa,41.0278,37.5014,292.04,92,100,5.5,TR,1699932606
503,wankyi,7.7392,-2.1046,296.11,76,4,1.64,GH,1699932702
504,castillos,-34.1667,-53.8333,288.41,91,100,2.83,UY,1699932702
505,saint-pierre-d'oleron,-34.1667,-53.8333,288.41,91,100,2.83,UY,1699932702
506,northam,51.0333,-4.2167,286.27,91,95,9.72,GB,1699932703
507,spas-demensk,54.4122,34.0226,276.01,89,100,5.25,RU,1699932703
508,pandan,14.0453,124.1694,300.74,86,91,7.38,PH,1699932637
509,gubbio,43.3545,12.5725,287.88,94,90,2.31,IT,1699932704
510,sisimiut,66.9395,-53.6735,263.46,73,100,3.7,GL,1699932672
511,sola,-13.8833,167.55,300.52,74,100,2.06,VU,1699932704
512,swakopmund,-22.6833,14.5333,288.62,85,90,1.43,NA,1699932704
513,chacabuco,-34.6417,-60.4739,286.38,76,20,1.25,AR,1699932526
514,siguiri,11.6667,-9.5,294.05,17,70,0.88,GN,1699932705
515,ulladulla,-35.35,150.4667,297.47,70,97,4.04,AU,1699932705
516,maracaju,-21.6144,-55.1683,302.42,38,34,3.12,BR,1699932705
517,berezovo,63.9381,65.0419,266.49,95,100,5.42,RU,1699932706
518,uruzgan,32.8333,66.0,285.36,18,2,1.65,AF,1699932706
519,armacao de buzios,-22.7469,-41.8817,296.48,92,54,5.28,BR,1699932644
520,wajir,1.7471,40.0573,297.13,100,75,0.0,KE,1699932706
521,pinotepa nacional,16.3167,-98.0167,297.78,84,21,1.38,MX,1699932706
522,rio gallegos,-51.6226,-69.2181,275.18,64,0,6.69,AR,1699932707
523,dryden,49.7833,-92.7503,273.31,86,20,3.09,CA,1699932707
524,xinpu,34.5997,119.1594,282.76,28,1,2.85,CN,1699932707
525,inirida,3.8653,-67.9239,297.19,94,100,1.08,CO,1699932707
526,bayt al faqih,14.5164,43.3245,300.1,66,69,1.81,YE,1699932708
527,kuqa,41.7278,82.9364,280.04,20,1,0.35,CN,1699932708
528,san antonio,29.4241,-98.4936,290.42,85,100,3.09,US,1699932601
529,petropavlovskaya,45.0819,40.4512,283.38,89,100,3.54,RU,1699932708
530,butembo,0.15,29.2833,286.71,91,55,1.23,CD,1699932709
531,ivdel',60.6911,60.4206,274.92,81,100,1.79,RU,1699932709
532,dunedin,-45.8742,170.5036,289.15,67,100,2.68,NZ,1699932709
533,gouyave,12.1646,-61.7296,300.58,83,40,6.17,GD,1699932709
534,red deer,52.2668,-113.802,276.42,60,100,4.12,CA,1699932710
535,grand-bassam,5.2118,-3.7388,299.13,86,0,1.18,CI,1699932710
536,nabire,-3.3667,135.4833,305.54,53,56,2.35,ID,1699932710
537,red bluff,40.1785,-122.2358,286.53,66,0,0.0,US,1699932711
538,taulaga,-11.0553,-171.0883,301.64,76,100,3.49,AS,1699932575
539,laojunmiao,39.8333,97.7333,274.06,33,92,4.39,CN,1699932706
540,fuvahmulah,39.8333,97.7333,274.06,33,92,4.39,CN,1699932706
541,vilyuysk,63.7553,121.6247,262.14,94,100,2.39,RU,1699932711
542,romanovo,52.6182,81.2271,276.53,86,96,4.78,RU,1699932712
543,cerritos,33.8583,-118.0648,293.64,75,0,2.06,US,1699932712
544,bangui,4.3612,18.555,295.95,92,100,0.66,CF,1699932713
545,jabal os saraj,35.1183,69.2378,285.21,6,0,0.26,AF,1699932714
546,puerto aysen,-45.4,-72.7,275.21,99,100,2.23,CL,1699932714
547,jayapura,-2.5333,140.7,304.81,75,95,3.02,ID,1699932714
548,maxixe,-23.8597,35.3472,296.05,60,75,6.69,MZ,1699932715
549,sitangkai,4.6628,119.3928,301.82,70,31,0.23,PH,1699932715
550,berrahal,36.8353,7.4533,286.0,66,5,0.76,DZ,1699932715
551,ebolowa,2.9,11.15,293.27,99,92,0.44,CM,1699932715
552,taunsa,30.7048,70.6505,296.35,31,0,0.27,PK,1699932715
553,miyazu,35.5333,135.1833,286.26,63,84,2.12,JP,1699932716
554,luanda,-8.8368,13.2343,299.15,89,75,3.09,AO,1699932716
555,bandundu,-3.3167,17.3667,294.67,97,79,0.24,CD,1699932716
556,kingston,17.997,-76.7936,301.68,80,20,1.54,JM,1699932534
557,severo-yeniseyskiy,60.3725,93.0408,262.25,90,100,4.56,RU,1699932716
558,shanhecun,44.7,127.2,272.56,79,5,3.51,CN,1699932717
559,iraquara,-12.2486,-41.6194,293.41,54,0,1.71,BR,1699932717
560,pacific grove,36.6177,-121.9166,286.3,84,0,1.79,US,1699932618
561,burlington,39.8835,-74.6413,281.32,77,0,2.06,US,1699932690
562,suoyarvi,62.0833,32.35,270.12,92,98,3.27,RU,1699932718
563,januaria,-15.4833,-44.3667,297.69,36,0,0.77,BR,1699932718
564,durres,41.3231,19.4414,281.25,68,82,1.24,AL,1699932718
565,chapaev,50.2,51.1667,279.66,81,100,3.11,KZ,1699932718
566,baoding,38.8511,115.4903,282.21,28,0,0.81,CN,1699932718
567,inarajan village,13.2736,144.7484,305.69,83,23,8.84,GU,1699932719
568,vicente camalote,18.5139,-96.525,294.75,94,92,1.43,MX,1699932719
569,parepare,18.5139,-96.525,294.75,94,92,1.43,MX,1699932719
570,lensk,60.7253,114.9278,269.63,90,99,4.31,RU,1699932719
571,altay,47.8667,88.1167,270.33,75,61,1.06,CN,1699932720
572,kawambwa,-9.7915,29.0791,290.08,92,95,1.55,ZM,1699932720
573,rio do sul,-27.2142,-49.6431,295.59,99,100,0.39,BR,1699932720
574,severnoye,56.3491,78.3619,274.25,99,100,2.68,RU,1699932720
575,rio hato,8.3833,-80.1667,300.81,86,100,1.97,PA,1699932721
576,sucre,-19.0333,-65.2627,288.45,73,17,2.43,BO,1699932721
577,pingliang,35.5392,106.6861,281.73,48,0,2.31,CN,1699932721
578,onguday,50.75,86.15,270.64,91,100,0.79,RU,1699932721
579,the pas,53.8251,-101.2541,274.16,80,100,4.63,CA,1699932722
580,parun,35.4207,70.9221,275.97,33,0,2.8,AF,1699932722
581,colac,-38.3333,143.5833,288.24,49,100,2.5,AU,1699932722
582,la'ie,21.6477,-157.9253,301.13,77,51,4.47,US,1699932722
583,benguela,-12.5763,13.4055,298.55,84,100,1.29,AO,1699932723
584,zinder,13.8072,8.9881,295.08,17,79,4.44,NE,1699932723
585,amet,25.3,73.9333,294.88,35,100,2.36,IN,1699932723
586,caleta de carquin,-11.0925,-77.6267,292.5,89,24,5.25,PE,1699932723
587,kzyltu,53.6364,72.3414,276.55,80,99,5.33,KZ,1699932724
588,punta gorda,26.9298,-82.0454,297.16,87,100,4.63,US,1699932556
589,kazalinsk,26.9298,-82.0454,297.16,87,100,4.63,US,1699932556
590,irymple,-34.25,142.1667,297.09,35,99,2.46,AU,1699932725
591,hovd,48.0056,91.6419,269.8,77,100,1.15,MN,1699932597
592,adelia maria,-33.6315,-64.021,284.62,76,0,0.89,AR,1699932725
593,sibut,5.718,19.0739,295.21,94,100,0.33,CF,1699932725
594,revelstoke,50.9832,-118.2023,275.16,93,100,0.0,CA,1699932726
595,kale,50.9581,1.8521,285.93,85,97,13.25,FR,1699932726
596,sahagun,8.9462,-75.4427,298.2,95,95,2.25,CO,1699932726
597,zhuanghe,39.7008,122.9911,279.55,48,94,0.8,CN,1699932727
